amount,hour,distance,transaction_count,merchant_risk,velocity_score,label
52.188351321219955,10,37.05286737631849,5,0.4042985656540305,0.09326617224928892,0.0
5.958558980453198,20,18.513023970152773,1,0.04413192906222182,0.0525355731768603,0.0
4.302027258887825,8,73.83280330642823,5,0.26994749978394444,0.11633083857517805,0.0
34.550289347862694,17,28.597515020745444,2,0.12754687855055477,0.26672950216221036,0.0
368.09610491162596,20,8.857523519873409,2,0.273454290043805,0.2644944123568154,0.0
42.26255799061381,18,22.846093765823543,6,0.14849446459299834,0.2069589562264095,0.0
13.180792124533838,13,5.117546948406089,3,0.16898347861831642,0.07824562287802565,0.0
51.63181032348636,9,12.152756888637084,1,0.09637747084367404,0.03714444538917909,0.0
2.233836993834025,15,13.175131170082013,2,0.37771447791657276,0.09439458205745123,0.0
17.042322548797124,21,12.595462675019713,1,0.22308719646676684,0.09949909570816835,0.0
77.54589146559634,21,5.958878188920767,5,0.2172928562480396,0.2068159532922113,0.0
178.08441689988183,17,2.2875205296740573,6,0.024031474283723247,0.2860678800558343,0.0
45.83403160728896,11,1.6571938879093753,3,0.2981268246095002,0.264540140858589,0.0
1.4620944325197787,8,2.9406806637431995,3,0.0819709513450285,0.12013927026067142,0.0
45.35879301287543,14,2.929484713228998,6,0.03228582517248279,0.3424935445431573,0.0
33.562503557404725,10,0.6317664184678472,1,0.14254650868123941,0.029130999027942226,0.0
1.4428482265559248,11,17.850554693327037,2,0.11163450673762572,0.07259746613356562,0.0
44.25006944931489,8,2.609887630859972,4,0.1239544890556765,0.03215433590523424,0.0
43.04944211527803,9,17.1642518867681,4,0.13771888607115124,0.35831002559360514,0.0
231.64492824966658,11,8.285007693522875,8,0.15621454738859714,0.10472913689920985,0.0
25.032043822118936,17,14.327540189128454,2,0.043005039885573845,0.1965045655189849,0.0
24.552047061603147,21,18.899843468322548,2,0.48869458110038,0.012337258318781108,0.0
167.9459849033139,14,3.3765001867371858,3,0.045482480835362826,0.04302850365342637,0.0
19.00455484989039,11,16.70786673211453,4,0.18569895017723265,0.29116224319538697,0.0
8.195129083695766,18,40.980287599338226,2,0.37517028146797815,0.19340797386765746,0.0
61.44627475296719,13,2.562372484055291,1,0.3754755816742927,0.039563423911815936,0.0
10.769891353331499,15,1.768477201925989,5,0.19046958328336003,0.16035001619121178,0.0
9.870431379198084,17,27.341195536146184,1,0.5062462714016454,0.19786086060420596,0.0
119.51225323850176,16,40.575636329806564,7,0.29675228252794256,0.03753576229952226,0.0
3.720916939478478,15,2.8801702484042133,4,0.20919039737076317,0.04730092174561183,0.0
146.50772094704246,13,24.01995836712116,3,0.28419713984691336,0.40292290220314136,0.0
119.83636026748697,12,11.882102736880004,7,0.10837084191656259,0.35357096061942483,0.0
34.74955387145624,16,10.339532803679052,3,0.48469526787529826,0.43734301674127135,0.0
35.19927887059021,9,30.750923966087008,4,0.19278427046160057,0.12617938368716614,0.0
129.37225263692378,15,16.53963390779356,1,0.1753472340469816,0.016725678738625707,0.0
208.70991676518204,16,20.688153913606747,2,0.23494677170662498,0.1068481140901151,0.0
31.827510566950252,17,0.9043566735869896,4,0.07697026260238739,0.06310052277501416,0.0
15.598850934499415,17,46.94680325118165,2,0.18629984163648877,0.10747217447152052,0.0
529.7613165146877,3,156.8917397682659,19,0.5912727836145288,0.9772510076611591,1.0
40.33057567374243,19,28.793809737067168,1,0.3209302889398005,0.19627346117905625,0.0
86.69803430195864,20,47.005290590851274,3,0.3757921913066946,0.3475328153285949,0.0
59.634486895206834,18,11.38553019792208,4,0.16002510112965165,0.19426699747119067,0.0
3.8051079805126835,9,10.464114813542418,1,0.20932187403383293,0.2899422474565953,0.0
62.59256665661968,10,65.08097928495599,2,0.2989431183783619,0.25047941701465587,0.0
69.51219070282175,10,69.24359047655314,2,0.1368632004435816,0.38548964522982265,0.0
57.73944465742442,19,24.126483077481552,2,0.4166247689997738,0.022108935591531965,0.0
105.64056177318612,18,53.592266130069305,2,0.27383512476565924,0.3671074643236395,0.0
243.57153964119263,16,17.269584211383922,0,0.08367406255613473,0.1099421403780272,0.0
1.7725593591575515,19,2.206857826866741,2,0.14803141803854336,0.40006304841806023,0.0
85.68447387770476,13,4.494154593851738,1,0.2273989662578121,0.15206401933204855,0.0
30.49411310515303,8,7.948437882684754,5,0.22975751792013197,0.04272815440611012,0.0
83.01455629094048,12,44.88399812643391,5,0.16513637688102628,0.06004296529969567,0.0
271.49974259437283,16,40.4660707850024,3,0.19455823115950613,0.19088520321183514,0.0
123.9235447661679,20,64.16494400150722,2,0.3276181238322826,0.17819350441802798,0.0
24.85185164808566,19,7.386106255927151,4,0.1830768994128169,0.10136686812092001,0.0
13.45726774904776,10,158.34656336918033,3,0.040994465608637176,0.27021249695038446,0.0
210.21236430454036,13,7.816094816748723,5,0.3418909842032104,0.2622862546128704,0.0
3.330380783547616,13,10.53195813667104,2,0.4272669115142743,0.2008775604192497,0.0
38.32332949336777,19,15.823117957981019,1,0.05638229972586847,0.12922462620914013,0.0
41.549318734202686,17,14.450681207418414,5,0.12271019185717748,0.10900052870977914,0.0
124.46614526802537,20,46.02317857883153,5,0.3807226971429429,0.08395849233302567,0.0
147.69659854206995,21,1.4443799200620568,3,0.3005678233148356,0.10444077690530741,0.0
48.0803756969674,19,2.9268087944129246,3,0.26018535913865937,0.17464942598623517,0.0
37.40315041722226,20,28.630888231124985,1,0.13815463593989225,0.19835557269071996,0.0
36.50217745766776,8,1.1388113466111736,2,0.2573709028006993,0.029222077026431183,0.0
14.61322578969672,18,72.89936979705254,4,0.07355083421098649,0.3553331505689723,0.0
175.9502568159723,8,0.3159296796287756,5,0.0660673541565209,0.1655701504925279,0.0
29.078828911817837,16,48.21939715371806,2,0.20229792263502605,0.18785995588276289,0.0
118.54390450550909,11,2.905784365160455,6,0.20382766251079718,0.014893248708812895,0.0
19.839474282544487,16,0.026309966384913102,2,0.16116524497424348,0.4234023619890074,0.0
36.70177130316827,15,4.149105607685298,0,0.28972054144806464,0.2540995478611824,0.0
29.7990680328283,21,27.687237803447204,6,0.16418639875070085,0.06438131573706737,0.0
39.9509997632019,16,20.63269741029866,5,0.05780857711346889,0.09048824113872594,0.0
117.57183523565882,13,7.067143806723309,0,0.12918645933481096,0.11451290268495323,0.0
62.453587692138925,16,0.23938355843653292,1,0.07419937455910795,0.07436696865082779,0.0
16.602479532421533,11,0.24397708954792868,4,0.05586565929769577,0.24100370104432933,0.0
72.43572753353118,9,37.45340481443969,4,0.1543417256214566,0.16281316345325128,0.0
190.78937911610058,19,18.332840031914152,5,0.13486723130431555,0.08537054570155145,0.0
252.56230951600065,21,24.441415763078496,6,0.4051544026474771,0.09801807210094998,0.0
30.13599488167062,10,20.05160792531647,7,0.17089307669442075,0.14910799360147728,0.0
5.502002398114232,9,10.058938175877692,3,0.2432317664370166,0.41925070633842504,0.0
27.307721718754372,9,92.64186713279217,5,0.6202592294297138,0.26492934380675803,0.0
30.294883316589086,17,5.5167915902048055,3,0.31023740327065213,0.12257174226522076,0.0
